second;engine speed (rpm);vehicle speed (km/h);engine temperature (C);Fuel Amount (L);CO2 Emission;CoolantTemp;Torque;KmPerLiter
513;562,5;45;84,375;51,27612216;53;101;131;12.72
514;562,5;45;84,375;51,26478296;86;106;163;11.48
515;562,5;45;84,375;51,25344376;71;132;151;10.07
516;562,5;45;84,375;51,24210456;65;98;192;8.74
517;562,5;45;84,375;51,23076535;59;100;162;10.39
518;187,5;15;28,125;51,22698562;57;145;160;9.69
519;187,5;15;28,125;51,22320589;79;135;165;11.89
520;562,5;45;84,375;51,21186668;94;146;126;12.48
521;687,5;55;103,125;51,19800766;78;144;130;8.1
522;687,5;55;103,125;51,18414864;57;112;115;7.1
523;687,5;55;103,125;51,17028961;64;140;190;12.12
524;812,5;65;121,875;51,15391076;61;121;138;10.58
525;812,5;65;121,875;51,13753192;99;115;106;10.65
526;812,5;65;121,875;51,12115307;90;115;179;9.87
527;812,5;65;121,875;51,10477422;89;140;157;12.59
528;812,5;65;121,875;51,08839538;63;121;171;12.89
529;812,5;65;121,875;51,07201653;93;125;178;6.02
530;812,5;65;121,875;51,05563768;50;90;115;12.25
531;950;76;142,5;51,03648703;74;145;101;8.03
532;950;76;142,5;51,01733638;74;144;111;11.83
533;950;76;142,5;50,99818573;78;122;114;10.61
534;950;76;142,5;50,97903508;50;125;194;9.78
535;962,5;77;144,375;50,95963244;85;95;174;6.84
536;962,5;77;144,375;50,94022981;94;114;125;8.19
537;962,5;77;144,375;50,92082717;52;143;139;8.65
538;962,5;77;144,375;50,90142454;91;145;198;11.53
539;962,5;77;144,375;50,88202191;54;99;180;7.04
540;1087,5;87;163,125;50,86009945;64;121;188;11.28
541;1087,5;87;163,125;50,83817699;96;137;194;10.78
542;1087,5;87;163,125;50,81625454;53;109;120;11.12
543;1087,5;87;163,125;50,79433208;67;148;198;9.47
544;712,5;57;106,875;50,77996909;56;93;170;7.78
545;712,5;57;106,875;50,7656061;85;92;115;8.45
546;712,5;57;106,875;50,75124311;61;134;192;12.55
547;712,5;57;106,875;50,73688012;69;138;140;9.24
548;712,5;57;106,875;50,72251713;59;134;182;11.39
549;812,5;65;121,875;50,70613829;95;121;176;7.02
550;812,5;65;121,875;50,68975944;62;92;165;10.04
551;812,5;65;121,875;50,67338059;86;143;199;12.05
552;975;78;146,25;50,65372598;56;119;138;11.19
553;975;78;146,25;50,63407136;84;98;125;8.6
554;975;78;146,25;50,61441675;69;127;153;8.92
555;975;78;146,25;50,59476213;75;101;153;6.84
556;975;78;146,25;50,57510751;80;128;132;8.74
557;975;78;146,25;50,5554529;89;112;197;11.85
558;975;78;146,25;50,53579828;67;118;146;7.52
559;937,5;75;140,625;50,51689961;62;127;105;6.89
560;937,5;75;140,625;50,49800094;96;148;138;6.22
561;937,5;75;140,625;50,47910227;52;96;147;6.15
562;937,5;75;140,625;50,4602036;75;91;109;11.81
563;937,5;75;140,625;50,44130493;61;132;144;11.97
564;812,5;65;121,875;50,42492609;93;109;107;6.29
565;812,5;65;121,875;50,40854724;58;111;138;11.31
566;812,5;65;121,875;50,39216839;81;147;108;6.61
567;812,5;65;121,875;50,37578954;85;125;159;11.37
568;700;56;105;50,36167854;78;94;173;6.58
569;700;56;105;50,34756753;87;107;170;9.87
570;700;56;105;50,33345652;51;105;163;11.74
571;700;56;105;50,31934552;76;131;138;12.59
572;700;56;105;50,30523451;55;107;178;10.27
573;700;56;105;50,2911235;74;131;120;12.63
574;575;46;86,25;50,27953232;86;139;100;10.5
575;575;46;86,25;50,26794114;97;100;102;8.71
576;575;46;86,25;50,25634995;68;103;123;12.56
577;712,5;57;106,875;50,24198696;94;116;193;7.8
578;712,5;57;106,875;50,22762398;51;109;148;9.7
579;712,5;57;106,875;50,21326099;54;119;139;11.42
580;712,5;57;106,875;50,198898;90;102;151;12.84
581;712,5;57;106,875;50,18453501;97;102;144;11.48
582;825;66;123,75;50,16790418;74;115;142;11.62
583;825;66;123,75;50,15127335;79;100;151;11.5
584;825;66;123,75;50,13464252;65;146;195;12.26
585;825;66;123,75;50,11801169;57;113;185;12.0
586;825;66;123,75;50,10138086;78;121;158;10.39
587;950;76;142,5;50,08223021;76;146;131;9.39
588;950;76;142,5;50,06307956;81;134;178;9.06
589;687,5;55;103,125;50,04922053;63;93;167;11.45
590;687,5;55;103,125;50,03536151;63;142;168;11.72
591;562,5;45;84,375;50,02402231;98;97;161;6.05
592;562,5;45;84,375;50,01268311;64;122;135;10.39
593;562,5;45;84,375;50,00134391;62;130;150;12.85
594;662,5;53;99,375;49,98798885;70;118;144;8.47
595;662,5;53;99,375;49,97463379;55;148;168;12.18
596;662,5;53;99,375;49,96127873;54;137;107;6.13
597;287,5;23;43,125;49,95548313;97;133;154;9.36
598;400;32;60;49,9474197;51;144;125;12.67
599;525;42;78,75;49,93683645;69;138;165;6.71
600;275;22;41,25;49,93129284;92;133;172;9.0
601;162,5;13;24,375;49,92801707;94;147;145;8.97
602;62,5;5;9,375;49,92675716;71;104;166;11.26
603;187,5;15;28,125;49,92297742;64;105;121;11.74
604;62,5;5;9,375;49,92171751;70;113;189;6.55
605;187,5;15;28,125;49,91793778;60;100;178;12.07
606;937,5;75;140,625;49,89903911;66;149;160;9.87
607;1062,5;85;159,375;49,87762062;73;140;116;6.57
608;1125;90;168,75;49,85494221;58;101;153;10.65
609;1125;90;168,75;49,83226381;88;100;128;7.04
610;1125;90;168,75;49,80958541;52;100;199;7.47
611;1125;90;168,75;49,786907;86;103;192;12.39
612;1125;90;168,75;49,7642286;66;107;123;6.56
613;1250;100;187,5;49,73903037;72;127;105;10.45
614;1250;100;187,5;49,71383215;79;123;140;11.6
615;1250;100;187,5;49,68863392;53;147;147;11.05
616;1250;100;187,5;49,66343569;68;110;129;6.62
617;1250;100;187,5;49,63823747;72;147;168;11.4
618;1250;100;187,5;49,61303924;54;133;199;7.28
619;600;48;90;49,60094409;84;115;177;8.14
620;600;48;90;49,58884895;54;125;191;9.38
621;600;48;90;49,5767538;72;134;107;11.6
622;437,5;35;65,625;49,56793442;70;95;103;10.84
623;275;22;41,25;49,56239081;80;121;170;8.33
624;837,5;67;125,625;49,545508;75;126;151;7.22
625;837,5;67;125,625;49,52862518;83;122;161;6.13
626;1087,5;87;163,125;49,50670273;63;122;151;12.57
627;1087,5;87;163,125;49,48478027;96;125;176;11.23
628;1087,5;87;163,125;49,46285781;79;137;199;11.21
629;1087,5;87;163,125;49,44093536;95;93;137;8.44
630;1087,5;87;163,125;49,4190129;69;107;178;10.2
631;537,5;43;80,625;49,40817766;71;139;191;10.86
632;287,5;23;43,125;49,40238207;77;91;158;11.23
633;700;56;105;49,38827107;84;131;148;10.71
634;975;78;146,25;49,36861645;59;109;134;6.37
635;975;78;146,25;49,34896183;75;130;126;11.65
636;975;78;146,25;49,32930722;78;118;162;12.94
637;975;78;146,25;49,3096526;71;135;194;6.59
638;975;78;146,25;49,28999798;52;118;176;6.48
639;1225;98;183,75;49,26530372;75;145;111;10.02
640;1225;98;183,75;49,24060946;68;92;199;7.6
641;1225;98;183,75;49,2159152;95;125;168;9.5
642;1225;98;183,75;49,19122094;77;147;187;8.6
643;950;76;142,5;49,17207029;67;126;148;9.38
644;950;76;142,5;49,15291963;54;134;154;10.2
645;950;76;142,5;49,13376898;59;90;100;8.43
646;700;56;105;49,11965798;93;114;104;8.25
647;700;56;105;49,10554697;63;143;142;6.96
648;700;56;105;49,09143596;93;119;108;9.75
649;562,5;45;84,375;49,08009676;90;130;109;7.02
650;562,5;45;84,375;49,06875756;75;149;196;6.8
651;150;12;22,5;49,06573377;71;112;146;11.73
652;287,5;23;43,125;49,05993818;58;102;129;12.98
653;425;34;63,75;49,05137078;81;140;138;6.41
654;562,5;45;84,375;49,04003158;55;117;125;8.83
655;812,5;65;121,875;49,02365273;96;99;165;10.58
656;1000;80;150;49,00349415;86;108;169;7.79
657;1000;80;150;48,98333557;97;129;163;7.07
658;1000;80;150;48,96317699;90;132;111;11.93
659;1000;80;150;48,94301841;95;143;160;8.55
660;1000;80;150;48,92285983;53;103;165;7.94
661;1087,5;87;163,125;48,90093737;77;118;101;8.83
662;1087,5;87;163,125;48,87901492;99;144;169;11.15
663;1087,5;87;163,125;48,85709246;68;116;143;9.59
664;1087,5;87;163,125;48,83517;99;148;176;12.96
665;1150;92;172,5;48,81198764;63;119;104;6.9
666;1150;92;172,5;48,78880527;60;145;104;6.44
667;1162,5;93;174,375;48,76537092;73;116;116;9.58
668;1162,5;93;174,375;48,74193657;99;92;145;11.75
669;962,5;77;144,375;48,72253393;87;120;101;9.55
670;962,5;77;144,375;48,7031313;98;130;121;8.12
671;962,5;77;144,375;48,68372867;82;98;109;9.65
672;975;78;146,25;48,66407405;85;95;122;12.74
673;1087,5;87;163,125;48,64215159;75;111;125;9.68
674;1087,5;87;163,125;48,62022914;85;105;103;7.71
675;1087,5;87;163,125;48,59830668;88;101;102;11.3
676;1087,5;87;163,125;48,57638422;59;133;135;6.08
677;1087,5;87;163,125;48,55446177;93;129;172;10.48
678;1087,5;87;163,125;48,53253931;97;141;140;11.06
679;1087,5;87;163,125;48,51061685;60;137;151;12.37
680;975;78;146,25;48,49096224;73;102;137;10.89
681;975;78;146,25;48,47130762;83;140;148;11.09
682;975;78;146,25;48,451653;69;102;104;8.42
683;975;78;146,25;48,43199839;81;149;182;12.76
684;875;70;131,25;48,41435963;66;121;134;7.58
685;875;70;131,25;48,39672087;79;126;100;12.33
686;875;70;131,25;48,37908211;53;104;185;12.13
687;875;70;131,25;48,36144335;98;121;189;7.28
688;875;70;131,25;48,3438046;67;101;121;9.64
689;812,5;65;121,875;48,32742575;89;118;109;11.85
690;812,5;65;121,875;48,3110469;60;132;167;11.65
691;812,5;65;121,875;48,29466806;73;114;149;9.68
692;812,5;65;121,875;48,27828921;52;100;151;11.57
693;812,5;65;121,875;48,26191036;50;132;188;11.26
694;812,5;65;121,875;48,24553151;92;91;195;12.14
695;750;60;112,5;48,23041258;68;100;175;7.61
696;750;60;112,5;48,21529364;67;117;125;11.3
697;750;60;112,5;48,20017471;95;127;155;6.97
698;750;60;112,5;48,18505577;65;148;123;8.71
699;750;60;112,5;48,16993684;81;133;160;6.82
700;875;70;131,25;48,15229808;58;97;134;7.98
701;875;70;131,25;48,13465932;69;99;154;9.29
702;875;70;131,25;48,11702056;88;146;185;10.78
703;875;70;131,25;48,0993818;62;108;132;10.8
704;875;70;131,25;48,08174305;67;143;153;6.13
705;875;70;131,25;48,06410429;83;102;175;7.6
706;875;70;131,25;48,04646553;63;95;157;8.07
707;875;70;131,25;48,02882677;94;94;119;9.39
708;875;70;131,25;48,01118801;72;93;195;9.07
709;875;70;131,25;47,99354925;65;139;143;9.48
710;812,5;65;121,875;47,97717041;63;97;161;11.47
711;812,5;65;121,875;47,96079156;52;96;132;9.75
712;812,5;65;121,875;47,94441271;90;126;175;11.58
713;812,5;65;121,875;47,92803387;84;123;193;10.36
714;562,5;45;84,375;47,91669466;90;148;124;8.56
715;562,5;45;84,375;47,90535546;87;130;110;7.28
716;562,5;45;84,375;47,89401626;53;94;175;9.59
717;562,5;45;84,375;47,88267706;99;116;104;9.25
718;562,5;45;84,375;47,87133786;94;112;127;12.87
719;187,5;15;28,125;47,86755812;77;96;121;9.03
720;187,5;15;28,125;47,86377839;77;124;171;9.23
721;562,5;45;84,375;47,85243919;89;99;129;6.74
722;687,5;55;103,125;47,83858016;86;133;115;7.78
723;687,5;55;103,125;47,82472114;75;118;155;11.65
724;687,5;55;103,125;47,81086212;61;140;146;6.63
725;812,5;65;121,875;47,79448327;93;99;118;12.78
726;812,5;65;121,875;47,77810442;71;124;185;9.74
727;812,5;65;121,875;47,76172557;57;147;157;12.78
728;812,5;65;121,875;47,74534673;93;126;197;8.29
729;812,5;65;121,875;47,72896788;58;138;103;6.82
730;812,5;65;121,875;47,71258903;75;117;176;12.86
731;812,5;65;121,875;47,69621019;53;128;161;10.1
732;950;76;142,5;47,67705954;59;123;100;9.58
733;950;76;142,5;47,65790888;52;129;139;8.68
734;950;76;142,5;47,63875823;55;136;121;9.42
735;950;76;142,5;47,61960758;75;143;129;8.84
736;962,5;77;144,375;47,60020495;96;114;132;11.41
737;962,5;77;144,375;47,58080231;77;125;107;7.81
738;962,5;77;144,375;47,56139968;91;145;177;9.0
739;962,5;77;144,375;47,54199704;95;90;150;9.77
740;962,5;77;144,375;47,52259441;52;90;167;6.43
741;1087,5;87;163,125;47,50067195;84;125;115;9.14
742;1087,5;87;163,125;47,4787495;55;141;180;8.63
743;1087,5;87;163,125;47,45682704;54;104;179;6.03
744;1087,5;87;163,125;47,43490458;84;108;186;10.13
745;712,5;57;106,875;47,42054159;73;123;197;8.7
746;712,5;57;106,875;47,40617861;93;146;175;11.85
747;712,5;57;106,875;47,39181562;79;131;161;10.56
748;712,5;57;106,875;47,37745263;96;128;160;9.3
749;712,5;57;106,875;47,36308964;85;142;147;12.98
750;812,5;65;121,875;47,34671079;74;122;126;7.06
751;812,5;65;121,875;47,33033194;53;91;157;7.08
752;812,5;65;121,875;47,3139531;66;90;176;10.19
753;975;78;146,25;47,29429848;65;98;109;11.58
754;975;78;146,25;47,27464387;67;108;121;10.31
755;975;78;146,25;47,25498925;63;143;188;10.17
756;975;78;146,25;47,23533463;72;91;134;6.01
757;975;78;146,25;47,21568002;83;131;116;12.43
758;975;78;146,25;47,1960254;55;128;113;9.62
759;975;78;146,25;47,17637078;92;102;191;12.53
760;937,5;75;140,625;47,15747211;99;101;100;8.17
761;937,5;75;140,625;47,13857344;84;149;103;11.48
762;937,5;75;140,625;47,11967477;97;141;111;8.75
763;937,5;75;140,625;47,10077611;83;148;164;10.13
764;937,5;75;140,625;47,08187744;77;96;169;8.34
765;812,5;65;121,875;47,06549859;95;109;121;8.78
766;812,5;65;121,875;47,04911974;70;146;169;10.4
767;812,5;65;121,875;47,0327409;57;118;112;10.23
768;812,5;65;121,875;47,01636205;62;143;135;12.25
769;700;56;105;47,00225104;75;109;115;6.71
770;700;56;105;46,98814003;61;90;120;9.38
771;700;56;105;46,97402903;90;101;195;12.49
772;700;56;105;46,95991802;60;140;128;11.13
773;700;56;105;46,94580702;96;106;152;9.54
774;700;56;105;46,93169601;80;109;199;9.65
775;575;46;86,25;46,92010482;57;123;117;11.84
776;575;46;86,25;46,90851364;51;131;151;12.51
777;575;46;86,25;46,89692246;65;126;198;6.23
778;712,5;57;106,875;46,88255947;76;113;198;10.28
779;712,5;57;106,875;46,86819648;51;128;128;9.74
780;712,5;57;106,875;46,85383349;64;93;193;9.29
781;712,5;57;106,875;46,8394705;96;93;177;9.4
782;712,5;57;106,875;46,82510751;64;125;136;9.22
783;825;66;123,75;46,80847668;68;123;100;6.31
784;825;66;123,75;46,79184585;78;146;155;9.79
785;825;66;123,75;46,77521502;91;132;111;8.2
786;825;66;123,75;46,7585842;75;145;166;7.03
787;825;66;123,75;46,74195337;57;130;158;10.84
788;950;76;142,5;46,72280271;66;129;167;8.36
789;950;76;142,5;46,70365206;73;93;198;8.96
790;687,5;55;103,125;46,68979304;79;97;173;11.82
791;687,5;55;103,125;46,67593401;94;117;154;9.23
792;562,5;45;84,375;46,66459481;79;105;199;7.73
793;562,5;45;84,375;46,65325561;58;96;107;10.17
794;562,5;45;84,375;46,64191641;75;92;179;10.96
795;662,5;53;99,375;46,62856135;80;135;179;10.67
796;662,5;53;99,375;46,61520629;98;145;135;6.79
797;662,5;53;99,375;46,60185123;63;123;159;9.96
798;287,5;23;43,125;46,59605564;73;111;130;7.13
799;400;32;60;46,58799221;83;130;157;11.88
800;525;42;78,75;46,57740895;73;123;119;9.78
801;275;22;41,25;46,57186534;63;122;189;6.47
802;162,5;13;24,375;46,56858957;86;123;190;9.75
803;62,5;5;9,375;46,56732966;98;147;127;10.45
804;187,5;15;28,125;46,56354993;83;102;193;8.03
805;62,5;5;9,375;46,56229001;88;146;187;7.49
806;187,5;15;28,125;46,55851028;56;121;164;7.98
807;937,5;75;140,625;46,53961161;61;115;146;11.35
808;1062,5;85;159,375;46,51819312;84;103;184;9.99
809;1125;90;168,75;46,49551472;76;98;150;9.65
810;1125;90;168,75;46,47283631;94;112;164;10.93
811;1125;90;168,75;46,45015791;70;118;190;10.72
812;1125;90;168,75;46,42747951;74;128;113;12.73
813;1125;90;168,75;46,4048011;73;120;169;12.95
814;1250;100;187,5;46,37960288;60;100;144;10.87
815;1250;100;187,5;46,35440465;58;111;104;11.23
816;1250;100;187,5;46,32920642;94;132;116;9.21
817;1250;100;187,5;46,3040082;63;113;193;9.33
818;1250;100;187,5;46,27880997;54;135;117;11.8
819;1250;100;187,5;46,25361175;71;125;165;6.19
820;600;48;90;46,2415166;82;125;132;11.05
821;600;48;90;46,22942145;84;136;156;8.25
822;600;48;90;46,2173263;84;125;123;11.02
823;437,5;35;65,625;46,20850692;69;139;122;12.96
824;275;22;41,25;46,20296331;61;95;149;11.26
825;837,5;67;125,625;46,1860805;91;107;148;12.16
826;837,5;67;125,625;46,16919769;59;117;116;10.49
827;1087,5;87;163,125;46,14727523;67;135;157;6.65
828;1087,5;87;163,125;46,12535278;93;126;198;10.7
829;1087,5;87;163,125;46,10343032;84;124;142;6.09
830;1087,5;87;163,125;46,08150786;54;99;150;6.37
831;1087,5;87;163,125;46,05958541;56;90;128;12.12
832;537,5;43;80,625;46,04875017;50;132;187;7.55
833;287,5;23;43,125;46,04295458;95;140;164;10.25
834;700;56;105;46,02884357;53;120;182;9.53
835;975;78;146,25;46,00918895;82;117;173;11.79
836;975;78;146,25;45,98953434;61;94;108;6.67
837;975;78;146,25;45,96987972;69;117;156;8.34
838;975;78;146,25;45,9502251;75;130;169;6.24
839;975;78;146,25;45,93057049;51;104;122;10.27
840;1225;98;183,75;45,90587623;92;125;156;11.36
841;1225;98;183,75;45,88118196;61;136;116;7.03
842;1225;98;183,75;45,8564877;54;128;174;10.61
843;1225;98;183,75;45,83179344;60;103;172;7.87
844;950;76;142,5;45,81264279;82;96;117;6.98
845;950;76;142,5;45,79349214;57;147;172;7.89
846;950;76;142,5;45,77434149;82;142;130;12.45
847;700;56;105;45,76023048;87;129;159;10.47
848;700;56;105;45,74611947;64;137;172;9.03
849;700;56;105;45,73200847;76;125;142;12.46
850;562,5;45;84,375;45,72066926;77;147;175;11.55
851;562,5;45;84,375;45,70933006;83;121;112;12.77
852;150;12;22,5;45,70630628;59;113;119;12.46
853;287,5;23;43,125;45,70051068;60;97;145;8.83
854;425;34;63,75;45,69194329;58;115;149;7.93
855;562,5;45;84,375;45,68060409;52;108;195;9.05
856;812,5;65;121,875;45,66422524;51;113;158;10.71
857;1000;80;150;45,64406666;95;113;152;7.0
858;1000;80;150;45,62390808;71;125;115;8.22
859;1000;80;150;45,6037495;57;138;183;12.88
860;1000;80;150;45,58359092;89;107;168;11.7
861;1000;80;150;45,56343233;97;111;146;10.24
862;1087,5;87;163,125;45,54150988;52;122;195;10.62
863;1087,5;87;163,125;45,51958742;79;138;113;8.1
864;1087,5;87;163,125;45,49766496;95;118;111;11.45
865;1087,5;87;163,125;45,47574251;52;115;104;9.1
866;1150;92;172,5;45,45256014;60;96;172;9.81
867;1150;92;172,5;45,42937777;96;149;138;12.21
868;1162,5;93;174,375;45,40594342;94;115;190;7.83
869;1162,5;93;174,375;45,38250907;74;99;115;10.68
870;962,5;77;144,375;45,36310644;98;126;124;10.2
871;962,5;77;144,375;45,3437038;96;95;101;11.42
872;962,5;77;144,375;45,32430117;53;120;180;6.88
873;975;78;146,25;45,30464655;83;144;176;8.8
874;1087,5;87;163,125;45,2827241;82;133;163;11.97
875;1087,5;87;163,125;45,26080164;73;104;160;6.09
876;1087,5;87;163,125;45,23887918;92;119;161;9.02
877;1087,5;87;163,125;45,21695673;83;130;141;6.84
878;1087,5;87;163,125;45,19503427;97;144;162;6.24
879;1087,5;87;163,125;45,17311181;93;145;143;12.28
880;1087,5;87;163,125;45,15118936;91;92;110;7.55
881;975;78;146,25;45,13153474;77;143;118;10.16
882;975;78;146,25;45,11188012;97;92;147;11.77
883;975;78;146,25;45,09222551;58;123;155;11.09
884;975;78;146,25;45,07257089;67;116;114;6.88
885;875;70;131,25;45,05493213;96;99;146;11.13
886;875;70;131,25;45,03729337;77;139;141;7.59
887;875;70;131,25;45,01965462;70;134;137;9.1
888;875;70;131,25;45,00201586;53;95;179;11.45
889;875;70;131,25;44,9843771;89;108;177;6.54
890;812,5;65;121,875;44,96799825;92;112;168;7.64
891;812,5;65;121,875;44,95161941;55;107;195;6.78
892;812,5;65;121,875;44,93524056;67;100;135;12.36
893;812,5;65;121,875;44,91886171;59;124;158;10.43
894;812,5;65;121,875;44,90248287;51;104;171;9.32
895;812,5;65;121,875;44,88610402;98;119;128;10.76
896;750;60;112,5;44,87098508;53;92;119;6.23
897;750;60;112,5;44,85586615;84;98;157;6.1
898;750;60;112,5;44,84074721;79;124;157;11.3
899;750;60;112,5;44,82562828;72;133;125;11.72
900;750;60;112,5;44,81050934;75;144;183;6.65
901;875;70;131,25;44,79287058;90;109;179;9.42
902;875;70;131,25;44,77523182;92;135;107;11.16
903;875;70;131,25;44,75759307;56;95;163;12.47
904;875;70;131,25;44,73995431;83;101;186;7.69
905;875;70;131,25;44,72231555;68;114;174;11.27
906;875;70;131,25;44,70467679;66;127;180;7.66
907;875;70;131,25;44,68703803;87;125;181;7.62
908;875;70;131,25;44,66939927;59;119;113;8.17
909;875;70;131,25;44,65176052;97;98;106;6.05
910;875;70;131,25;44,63412176;98;135;168;11.52
911;812,5;65;121,875;44,61774291;88;148;130;8.48
912;812,5;65;121,875;44,60136406;51;134;166;12.25
913;812,5;65;121,875;44,58498522;96;97;166;11.37
914;812,5;65;121,875;44,56860637;70;124;155;8.79
915;562,5;45;84,375;44,55726717;65;113;187;8.54
916;562,5;45;84,375;44,54592797;82;137;146;10.66
917;562,5;45;84,375;44,53458876;63;114;114;11.85
918;562,5;45;84,375;44,52324956;53;101;145;7.88
919;562,5;45;84,375;44,51191036;80;106;168;6.79
920;187,5;15;28,125;44,50813063;59;132;135;9.15
921;187,5;15;28,125;44,50435089;65;126;145;11.35
922;562,5;45;84,375;44,49301169;51;105;194;12.23
923;687,5;55;103,125;44,47915267;72;94;193;12.7
924;687,5;55;103,125;44,46529364;72;141;136;6.5
925;687,5;55;103,125;44,45143462;87;148;180;12.85
926;812,5;65;121,875;44,43505577;58;141;155;10.09
927;812,5;65;121,875;44,41867693;70;121;189;11.17
928;812,5;65;121,875;44,40229808;78;138;192;9.93
929;812,5;65;121,875;44,38591923;59;110;132;11.16
930;812,5;65;121,875;44,36954038;66;120;105;10.84
931;812,5;65;121,875;44,35316154;76;147;190;9.28
932;812,5;65;121,875;44,33678269;72;115;159;7.69
933;950;76;142,5;44,31763204;71;94;137;6.79
934;950;76;142,5;44,29848139;80;124;152;9.56
935;950;76;142,5;44,27933074;81;121;152;8.3
936;950;76;142,5;44,26018008;79;147;189;10.08
937;962,5;77;144,375;44,24077745;74;105;130;12.24
938;962,5;77;144,375;44,22137482;77;109;188;12.93
939;962,5;77;144,375;44,20197218;97;111;104;9.22
940;962,5;77;144,375;44,18256955;89;113;116;12.72
941;962,5;77;144,375;44,16316691;72;146;121;9.04
942;1087,5;87;163,125;44,14124446;69;131;196;11.88
943;1087,5;87;163,125;44,119322;60;117;145;10.51
944;1087,5;87;163,125;44,09739954;50;106;188;12.19
945;1087,5;87;163,125;44,07547709;82;129;172;7.17
946;712,5;57;106,875;44,0611141;68;121;199;11.39
947;712,5;57;106,875;44,04675111;68;104;199;12.18
948;712,5;57;106,875;44,03238812;67;133;166;11.0
949;712,5;57;106,875;44,01802513;64;126;147;7.91
950;712,5;57;106,875;44,00366214;50;126;159;9.87
951;812,5;65;121,875;43,9872833;75;90;136;10.13
952;812,5;65;121,875;43,97090445;63;120;174;12.35
953;812,5;65;121,875;43,9545256;72;127;182;9.95
954;975;78;146,25;43,93487099;91;117;162;10.12
955;975;78;146,25;43,91521637;95;118;128;9.26
956;975;78;146,25;43,89556175;79;117;155;8.92
957;975;78;146,25;43,87590714;94;121;101;8.19
958;975;78;146,25;43,85625252;85;98;160;8.72
959;975;78;146,25;43,8365979;68;131;191;6.57
960;975;78;146,25;43,81694329;62;113;173;6.93
961;937,5;75;140,625;43,79804462;59;119;103;10.12
962;937,5;75;140,625;43,77914595;55;123;123;7.07
963;937,5;75;140,625;43,76024728;59;96;122;6.97
964;937,5;75;140,625;43,74134861;56;142;121;6.39
965;937,5;75;140,625;43,72244994;58;107;104;6.77
966;812,5;65;121,875;43,70607109;59;145;158;12.91
967;812,5;65;121,875;43,68969225;92;97;152;8.39
968;812,5;65;121,875;43,6733134;72;98;197;7.19
969;812,5;65;121,875;43,65693455;60;111;161;12.25
970;700;56;105;43,64282355;58;103;184;10.18
971;700;56;105;43,62871254;91;104;127;6.11
972;700;56;105;43,61460153;97;141;164;7.8
973;700;56;105;43,60049053;95;147;198;9.89
974;700;56;105;43,58637952;94;149;178;7.73
975;700;56;105;43,57226851;89;125;116;6.81
976;575;46;86,25;43,56067733;82;132;169;12.5
977;575;46;86,25;43,54908614;52;108;170;10.48
978;575;46;86,25;43,53749496;76;135;184;10.34
979;712,5;57;106,875;43,52313197;95;141;176;12.61
980;712,5;57;106,875;43,50876898;65;101;124;9.0
981;712,5;57;106,875;43,49440599;82;147;150;6.68
982;712,5;57;106,875;43,480043;90;132;145;11.48
983;712,5;57;106,875;43,46568002;59;110;168;6.51
984;825;66;123,75;43,44904919;51;143;160;9.09
985;825;66;123,75;43,43241836;66;105;135;7.37
986;825;66;123,75;43,41578753;88;140;127;12.52
987;825;66;123,75;43,3991567;84;97;152;6.31
988;825;66;123,75;43,38252587;83;130;140;12.3
989;950;76;142,5;43,36337522;81;101;184;11.42
990;950;76;142,5;43,34422457;74;138;156;6.29
991;687,5;55;103,125;43,33036554;61;146;128;12.62
992;687,5;55;103,125;43,31650652;67;112;102;7.87
993;562,5;45;84,375;43,30516732;72;141;136;9.46
994;562,5;45;84,375;43,29382811;70;114;152;11.59
995;562,5;45;84,375;43,28248891;69;117;164;6.02
996;662,5;53;99,375;43,26913385;87;130;167;10.53
997;662,5;53;99,375;43,25577879;50;114;138;10.36
998;662,5;53;99,375;43,24242373;63;146;176;12.0
999;287,5;23;43,125;43,23662814;59;118;166;9.99
1000;400;32;60;43,22856471;58;91;126;9.51
1001;525;42;78,75;43,21798145;62;102;198;11.84
1002;275;22;41,25;43,21243784;50;143;100;12.04
1003;162,5;13;24,375;43,20916207;59;129;138;6.24
1004;62,5;5;9,375;43,20790216;73;107;183;10.07
1005;187,5;15;28,125;43,20412243;87;135;182;9.96
1006;62,5;5;9,375;43,20286252;92;124;146;12.87
1007;187,5;15;28,125;43,19908278;73;148;155;6.38
1008;937,5;75;140,625;43,18018412;78;145;156;8.7
1009;1062,5;85;159,375;43,15876562;94;101;103;12.27
1010;1125;90;168,75;43,13608722;53;103;177;11.22
1011;1125;90;168,75;43,11340882;62;98;176;10.51
1012;1125;90;168,75;43,09073041;53;103;134;6.41
1013;1125;90;168,75;43,06805201;75;106;134;10.78
1014;1125;90;168,75;43,04537361;55;93;146;8.86
1015;1250;100;187,5;43,02017538;96;93;122;11.15
1016;1250;100;187,5;42,99497715;59;106;182;7.27
1017;1250;100;187,5;42,96977893;80;143;125;9.56
1018;1250;100;187,5;42,9445807;90;93;170;9.26
1019;1250;100;187,5;42,91938248;89;122;138;7.9
1020;1250;100;187,5;42,89418425;93;146;147;7.65
1021;600;48;90;42,8820891;52;108;135;10.64
1022;600;48;90;42,86999395;70;104;197;6.93
1023;600;48;90;42,8578988;63;137;146;9.47
1024;437,5;35;65,625;42,84907942;50;91;188;9.28
1025;275;22;41,25;42,84353582;80;99;142;6.32
